episode_id,member,unit_id,q,median_kg,low_kg,high_kg
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.05,1.5714685099197947,1.5710180720622053,1.5717873901316073
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.1,1.8598651503949204,1.4859904629554455,2.419295575925915
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.15,2.0308275030127607,1.6948985593887491,2.6109856430067206
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.2,1.6401663854240587,1.6397633884301697,1.6415007379492497
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.25,2.3723867008025175,2.369836910845844,2.6467804005376725
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.3,2.375328284699515,2.082798844022891,2.7944547341381147
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.35,2.621939412983333,2.6214313325987417,2.6220372362946316
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.4,2.6651030885238303,2.1962271953075967,3.4181796718402424
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.45,2.8848669438617747,2.836822679941028,3.233974058170553
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.5,2.965686648497325,2.958201256282838,3.0967824030149638
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.55,3.1488183962839362,2.769705060858366,3.760504682833481
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.6,3.2692243097461033,3.269123482264017,3.2694924319889695
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.65,3.5234722905216582,3.5227139251582558,3.5241171858509075
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.7,3.541941682181317,3.5316538367294714,3.5502494035622445
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.75,4.2438061034805905,3.726462858957574,4.471630336804549
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.8,3.840998122004031,3.6318718476672185,4.450307984286151
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.85,3.9975366996239554,3.995254781562583,4.0003626229456
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.9,4.2938831270479465,4.292130193392901,4.294390080868492
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,0.95,4.450841036840421,4.449888777287383,4.4526775239955185
4475f8a697e3ef659ea25f62,4-10-24_train-ready_all_carts.csv,4-10-24_Cart11,1.0,4.964744505810693,4.928407808386888,5.16285016737085
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.0,0.6419456292733876,0.6337519893532861,0.6963600033363585
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.05,0.8405826013921351,0.8402745077399324,0.8835072741756238
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.1,1.1867010221433612,1.0824490840030898,1.5085767342637144
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.15,1.2274235724363494,1.0734361091619018,1.5325539090750728
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.2,1.527234336982045,1.526713967443036,1.5273843429497154
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.25,1.8334209365721863,1.832297345360861,1.8345918552477292
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.3,2.061123018473151,1.6446212744146353,2.1621491887481947
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.35,2.1568791535096077,2.1257042504914088,2.2827514285133836
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.4,2.368388730760947,1.8928936514054164,2.546339996221729
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.45,2.1654957753734294,2.0877779160911114,2.324744843318513
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.5,2.458105090634017,2.2414218773279644,2.53824136008115
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.55,2.5391966887845547,2.3990697769227936,2.7526009925763684
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.6,2.4440359262709426,2.2976609170046496,3.043091735181937
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.65,2.9689812287128365,2.6453264341875506,3.2771845945822644
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.7,3.6085066708783065,3.34092445591907,4.184314461892881
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.75,3.7248089721376867,3.7200355845641524,3.727721995002878
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.8,3.580969528859795,3.45137425690726,3.808516953445255
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.85,4.544188081028339,3.763245559395453,5.057405475039765
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.9,4.481864671390904,4.471190235103153,4.501252768286678
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,0.95,4.92733006770699,4.818684175692802,5.57145348349078
93c41331307a33beae150b5c,4-10-24_train-ready_all_carts.csv,4-10-24_Cart13,1.0,4.975992468753849,4.692771026969927,5.233741676248637
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.0,0.8524019790266442,0.8491142573880988,0.8580614584570262
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.05,0.8418628769349694,0.8341193651700884,0.8543507626164406
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.1,1.0519533476713696,1.0389993872132783,1.0900971109374444
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.15,1.1420145426020758,1.1414086821781648,1.1653940599681674
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.2,1.528569678762484,1.3273473198472014,1.6440108585528774
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.25,1.520031718568842,1.495148034066525,1.6153502026465005
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.3,1.562701900498829,1.4482966059262414,1.7549033643328837
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.35,1.570120349324267,1.3974871594448623,1.9099192096797397
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.4,1.6861473413338928,1.685990389028165,1.6862417579553064
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.45,1.6744360017088082,1.6743440374671719,1.6751780918293302
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.5,1.9665168855297936,1.6977691690971162,2.376785307943945
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.55,1.898090584991822,1.897783730972224,1.8982840164467318
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.6,2.0589078412486526,2.0588195555766804,2.059047933443414
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.65,2.080125831079293,1.980630515074937,2.169073584281744
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.7,2.271906834400581,2.271743689835915,2.2722011199738223
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.75,2.4253448799084056,2.4207981678018404,2.710131160082693
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.8,1.8664156477920333,1.8660911366380417,1.8668740588818502
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.85,2.7040247344379527,2.5399488172429314,2.7818660274873164
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.9,2.920638535381185,2.793107245909148,3.1253948348646245
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,0.95,2.9606527900126753,2.928176108554291,3.4617710926938163
d254e43c71d5fdc8ede51ed7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart16,1.0,-0.262806688857049,-0.3898405744008141,0.04693807340275356
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.0,0.6675288416650053,0.6671234158487996,0.6678635969260925
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.05,0.8089808607155919,0.804247421323819,0.8655912891043833
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.1,0.9558254826993284,0.8224334235531645,1.121760960527228
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.15,1.3117440390197728,1.2998124147320689,1.3995892297150885
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.2,1.4729134810850222,1.289798971904057,1.689371643090035
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.25,1.471201157204067,1.470003612524606,1.471603945554579
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.3,1.7581100855197014,1.757775330258614,1.7583397479170049
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.35,1.8895519078538991,1.703214280340931,2.17150456474033
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.4,2.105897132225374,2.1053703153599455,2.106200778916744
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.45,2.272740506897737,2.0177551251985606,2.4345028377254003
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.5,2.583761281837215,2.391531014946556,3.846913055676536
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.55,2.56290907230113,2.11760423379251,3.356090360839695
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.6,2.779235361021472,2.61209713121005,3.3756819970289795
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.65,3.0173741672996037,2.945176249035409,3.045894774525629
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.7,3.381857048117843,2.908248009824709,4.02441645803575
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.75,3.4776241037189664,3.392485629098349,3.8448947857751445
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.8,3.437019304958973,3.4360305934605697,3.437290490534116
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.85,3.6126921032449815,3.4480952406974774,3.9772192123340786
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.9,3.8475888555399784,3.8448113336555116,4.441364347445988
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,0.95,3.9226538342675656,3.723752943246984,4.90691308769807
6a1f9d8186bb646fa518ddd7,4-10-24_train-ready_all_carts.csv,4-10-24_Cart20,1.0,4.282551582418791,4.2806563266224344,4.284265596982883
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.0,2.629598873717084,2.545742605517575,3.162939305834889
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.05,2.582118780981955,2.5800504909517796,2.592172542547729
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.1,1.9252673525662214,1.92447891006135,1.9266385617904689
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.15,2.5820616799201135,2.5102614052254,2.7665110973590674
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.2,2.8571365284955315,2.8569211679220983,2.8572503387491808
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.25,2.61890641998019,2.6185290491391426,2.6196446471395016
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.3,3.2831160479727703,3.2826215079920806,3.2832728519671
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.35,3.1426407180719087,3.0430438144172935,3.503970191407026
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.4,3.358607010612573,3.0700680675436476,3.6199531964412826
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.45,3.3828223393478156,3.382565160643797,3.382920530781608
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.5,3.32144429601205,3.054454565923289,3.578601727084688
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.55,3.8290671376352945,3.8281502737227155,3.829486942402692
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.6,3.674095975427462,3.673343584965556,3.6746987275184835
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.65,3.664616079533192,3.662121714815104,3.6657168984351927
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.7,3.4649515803338016,3.46483614661859,3.4650428860513145
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.75,4.0136054535901335,4.01334799497895,4.014047706912237
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.8,4.174090786965946,4.1247969517773,4.488659305056531
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.85,4.631665107699879,4.631137146803583,4.632130369391018
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.9,4.846191557779221,4.724061455493479,4.994442148934101
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,0.95,4.610225338421577,4.304572255434534,4.873552315300405
4f4e0e0862ea750a8dc5ad52,4-10-24_train-ready_all_carts.csv,4-10-24_Cart24,1.0,4.802477895868272,4.750150370834304,4.849648411277929
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.0,0.625400413403672,0.5554535010794999,0.7285863443624871
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.05,0.6641743920966952,0.6183217734015051,0.6899378226206566
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.1,0.8385949214112718,0.8057849385420601,1.3716681303323794
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.15,1.005729816399802,0.9997082042621676,1.3736173751101854
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.2,1.2557151701558946,0.9791210465214696,1.317984451447475
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.25,1.6374348239386896,1.329070383240733,1.890534288013774
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.3,1.7813932994762607,1.7805523327885642,1.7819079880653665
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.35,2.5399455089943697,2.290714761759161,3.6118989567875817
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.4,2.3476420590613154,1.8539936488245283,2.494780106310146
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.45,2.6834487127664657,2.5589563847029906,2.737130912661172
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.5,2.7878114054919765,2.605087825202575,3.114996446594311
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.55,2.8077044667020887,2.80640835685676,2.936748740773262
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.6,3.0656879422364134,3.064642617685626,3.0673839581706543
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.65,3.139827791773559,3.1385864688694984,3.1408729234125805
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.7,3.3786577011970604,3.232478618332205,3.5377276626327365
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.75,3.4473612971956005,3.4461136725072157,3.535010886245789
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.8,3.649266608713521,3.6445225225878506,3.768326155650161
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.85,3.9869329318335796,3.9619154911049974,4.177384428822326
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.9,4.319062687297217,4.316132228978536,4.521020856638756
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,0.95,4.448695535163504,4.317656682049743,5.25043933848995
dafd982652a196ae2aea00d3,4-10-24_train-ready_all_carts.csv,4-10-24_Cart26,1.0,5.101173281561049,4.998394394426452,6.02803618327556
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.0,0.6665634222219319,0.621937750506402,0.7891589814999358
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.05,0.9598143692583964,0.7236627148180332,1.2947546872257099
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.1,1.1734293494309036,1.1660887614533852,1.7672364108977763
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.15,1.4677927651663116,1.3672081468647699,1.5308643617151696
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.2,1.5268926647976575,1.5267785318061393,1.526961538154609
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.25,1.5549746282051744,1.5483634418746042,1.8375954645487906
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.3,1.6755830271509569,1.6754826688308282,1.6756879770282154
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.35,1.8115718306090125,1.8096945396795459,1.8123025441294263
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.4,2.1164932039966526,1.9819677953896235,2.7600825838044916
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.45,2.268631169817902,2.240365544125183,2.293596777807565
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.5,2.372193084949928,2.371720154565531,2.372871979468446
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.55,2.38732160975678,2.387219283626453,2.387496088927722
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.6,2.50183766832769,2.49580960975264,2.5237341483442677
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.65,2.0737182577729074,2.0362163869446848,2.7575578833196843
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.7,3.781467908021531,3.03484595402509,4.732746058292977
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.75,3.375212180646683,3.3670687261081342,3.400893415611904
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.8,2.7570705223271643,2.275610992592343,2.9074833745409725
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.85,4.228486167723687,4.0314053847765665,4.466498058738463
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.9,5.387145931395202,4.314631650724619,5.8348116006527
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,0.95,4.788299308009711,4.757621147013505,4.972819558459155
805b42c4acacbbf44fa089e0,4-10-24_train-ready_all_carts.csv,4-10-24_Cart28,1.0,4.157913934634491,3.943134338792778,4.6106742644961685
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.0,0.8600999376444074,0.8598905142203159,0.8611874541771714
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.05,1.1184874494520978,1.1181408462588636,1.1187723247197632
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.1,1.0454524413090471,0.6040073500993574,1.2572066738471346
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.15,1.6655953024020018,1.6645022606554953,1.6718184754024974
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.2,1.7485246019062481,1.707588827989944,2.152054131734987
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.25,1.9777793845685354,1.9356737506114412,2.015971622512888
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.3,2.125746985015058,2.125536016907556,2.1262265498035027
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.35,2.4088874543868664,2.216132768402272,2.6616601014037857
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.4,2.6963138261172466,2.681808535950209,3.0754121084078125
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.45,3.023735616031583,2.77362832024162,4.118370941121282
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.5,3.172847470420801,2.8344456549395183,3.3245553435161495
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.55,3.439919667656494,3.4384774086371332,3.4403488520013554
22588c335795ee537cf8d9fa,4-10-24_train-ready_all_carts.csv,4-10-24_Cart32,0.6,3.4184758972475264,2.905820603702154,3.968946466573886
