node_id,country,iso3,display_name,node_class,roles,food_domains,parent_node_id,aliases,legacy_node_ids,source_references,evidence_states,coordinate_status,identity_rule,is_country_anchor,is_trade_gateway,is_evidence_node,node_layer,base_spatial_node_id,commodity_label,product_form,mass_state_role,specificity,allocation_status,operational_mass_node,direct_location_product_observation,v1_status
DZA-M-UNSPECIFIED-FISH-COMMO-24C1FD0AE,Algeria,DZA,unspecified fish commodity @ eastern Algerian coast [source_member_candidate],mass_labelled_commodity_state,source_member_candidate,,DZA-N-EASTERN-ALGERIAN-COAST-3A487E067,,,CHEM-DZA-GUELMA-2026,product reported for compound parent; member-specific product and quantity unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,no,commodity_state,DZA-N-EASTERN-ALGERIAN-COAST-3A487E067,unspecified fish commodity,unspecified_form,source_member_candidate,domain_only,product reported for compound parent; member-specific product and quantity unresolved,yes,no,new_v1_1_0_mass_state
DZA-N-BOUDOUAOU-BOUMERDES-E48565ACA,Algeria,DZA,"Boudouaou, Boumerdes",named_locality,source,,DZA-N-BOUDOUAOU-CORSO-DELLYS-AND-890A056,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
DZA-N-BOUDOUAOU-CORSO-DELLYS-AND-890A056,Algeria,DZA,"Boudouaou, Corso, Dellys and Naceria, Boumerdes",agricultural_source,source,vegetable,,,,CHEM-DZA-BOUMERDES-VEG-2024 | atlas_unit:CHEM-DZA-BOUMERDES-VEG-2024 | reviewed_atomization_v1_1_0,compound label retained as parent | source-risk metric visible | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
DZA-N-CORSO-BOUMERDES-1BDD2696B,Algeria,DZA,"Corso, Boumerdes",named_locality,source,,DZA-N-BOUDOUAOU-CORSO-DELLYS-AND-890A056,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
DZA-N-DELLYS-BOUMERDES-FA438129E,Algeria,DZA,"Dellys, Boumerdes",named_locality,source,,DZA-N-BOUDOUAOU-CORSO-DELLYS-AND-890A056,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
DZA-N-GUELMA-MARKET-REGION-4D2767D7C,Algeria,DZA,Guelma market region,market_or_landing,source,,DZA-N-EASTERN-ALGERIAN-COAST-GUE-DC99032,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
DZA-N-NACERIA-BOUMERDES-870E86A8F,Algeria,DZA,"Naceria, Boumerdes",named_locality,source,,DZA-N-BOUDOUAOU-CORSO-DELLYS-AND-890A056,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
DZA-N-EASTERN-ALGERIAN-COAST-3A487E067,Algeria,DZA,eastern Algerian coast,named_locality,source,,DZA-N-EASTERN-ALGERIAN-COAST-GUE-DC99032,,,reviewed_atomization_v1_1_0,explicit named member; member-specific mass may remain unresolved,not harmonized; no coordinate invented,explicit named locality recovered from an inherited source label or OD ledger,no,no,yes,spatial,,,,,atomic_named_member,,no,no,new_v1_1_0_spatial_atom
DZA-N-EASTERN-ALGERIAN-COAST-GUE-DC99032,Algeria,DZA,eastern Algerian coast / Guelma market region,market_or_landing,source,fish,,,,CHEM-DZA-GUELMA-2026 | atlas_unit:CHEM-DZA-GUELMA-2026 | reviewed_atomization_v1_1_0,chemistry/source record retained; join status as inherited | compound label retained as parent | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
DZA-N-COUNTRY,Algeria,DZA,Algeria country anchor,country_anchor,country_anchor,,,,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence,country geometry handled by atlas layer; no point coordinate assigned,one structural country anchor per ISO3; excluded from evidence-node counts,yes,no,no,structural,,,,,,,no,no,inherited_v1_0_0
DZA-N-TRADE-GATEWAY,Algeria,DZA,Algeria national aquatic-food trade gateway,national_trade_gateway,trade_gateway,fish,DZA-N-COUNTRY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment,country-level gateway; no point coordinate assigned,one country-level customs gateway per participating ISO3; excluded from local exposure nodes,no,yes,no,structural,,,,,,,no,no,inherited_v1_0_0
DZA-M-DRIED-SALTED-SMOKED-FI-0987D0CAB,Algeria,DZA,dried salted smoked fish @ Algeria national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-DRIED-SALTED-SMOKED-FI-84B3FCE55,Algeria,DZA,dried salted smoked fish @ Algeria national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-FISH-FILLETS-AND-MEAT-61424DA33,Algeria,DZA,fish fillets and meat @ Algeria national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,fish fillets and meat,fish_fillets_and_meat,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-FRESH-OR-CHILLED-FISH-8CA1A3BFD,Algeria,DZA,fresh or chilled fish @ Algeria national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,fresh or chilled fish,fresh_or_chilled_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-FROZEN-FISH-731AEFCEB,Algeria,DZA,frozen fish @ Algeria national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,frozen fish,frozen_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-MOLLUSCS-D4F6FB12C,Algeria,DZA,molluscs @ Algeria national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,molluscs,molluscs,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-PREPARED-CRUSTACEANS-M-49887B495,Algeria,DZA,prepared crustaceans molluscs @ Algeria national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,prepared crustaceans molluscs,prepared_crustaceans_molluscs,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
DZA-M-PREPARED-OR-PRESERVED-CB8CD2467,Algeria,DZA,prepared or preserved fish @ Algeria national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,DZA-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,DZA-N-TRADE-GATEWAY,prepared or preserved fish,prepared_or_preserved_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-SPHYRAENA-GUACHANCHO-59E6948CF,Angola,AGO,Sphyraena guachancho @ Angolan marine survey coast [source_stock],mass_labelled_commodity_state,source_stock,fish,AGO-N-ANGOLAN-MARINE-SURVEY-COAS-0088EAC,,,AGO_COASTAL_SPHYRAENA_GUACHANCHO_CHILD,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,AGO-N-ANGOLAN-MARINE-SURVEY-COAS-0088EAC,Sphyraena guachancho,unspecified_form,source_stock,named_product_or_taxon,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
AGO-M-FIVE-COMMONLY-CONSUMED-77B3B06A0,Angola,AGO,five commonly consumed marine fish species @ Angolan coastal Nansen survey [source_stock],mass_labelled_commodity_state,source_stock,fish,AGO-N-ANGOLAN-COASTAL-NANSEN-SUR-8AEBF9F,,,OD-R4-AGO-FISH-001 | R4-AGO-FISH-001,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,AGO-N-ANGOLAN-COASTAL-NANSEN-SUR-8AEBF9F,five commonly consumed marine fish species,unspecified_form,source_stock,named_product_or_taxon,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
AGO-M-FIVE-COMMONLY-CONSUMED-3381E33A6,Angola,AGO,five commonly consumed marine fish species @ adult and child consumers [consumption_sink],mass_labelled_commodity_state,consumption_sink,fish,AGO-N-ADULT-AND-CHILD-CONSUMERS-435CC75,,,OD-R4-AGO-FISH-001 | R4-AGO-FISH-001,destination-product route context; local absorption not assumed,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,AGO-N-ADULT-AND-CHILD-CONSUMERS-435CC75,five commonly consumed marine fish species,unspecified_form,consumption_sink,named_product_or_taxon,destination-product route context; local absorption not assumed,yes,yes,new_v1_1_0_mass_state
AGO-M-UNSPECIFIED-FISH-COMMO-6C78D86AB,Angola,AGO,unspecified fish commodity @ Angolan marine survey / coastal landings [source_stock],mass_labelled_commodity_state,source_stock,fish,AGO-N-ANGOLAN-MARINE-SURVEY-COAS-718A121,,,CHEM-AGO-01,location-product pair retained from evidence record; quantity may be unresolved,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,commodity_state,AGO-N-ANGOLAN-MARINE-SURVEY-COAS-718A121,unspecified fish commodity,unspecified_form,source_stock,domain_only,location-product pair retained from evidence record; quantity may be unresolved,yes,yes,new_v1_1_0_mass_state
AGO-N-ANGOLAN-COASTAL-NANSEN-SUR-8AEBF9F,Angola,AGO,Angolan coastal Nansen survey,aquatic_source,source,fish,,,,OD-R4-AGO-FISH-001 | atlas_unit:OD-R4-AGO-FISH-001 | R4-AGO-FISH-001,retained from four_round_od_ledger | retained from frozen_atlas_unit | source_node_plus_reported_consumption_scenario,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
AGO-N-ANGOLAN-MARINE-SURVEY-COAS-718A121,Angola,AGO,Angolan marine survey / coastal landings,market_or_landing,source,fish,,,,CHEM-AGO-01 | atlas_unit:CHEM-AGO-01,chemistry/source record retained; join status as inherited | retained from frozen_atlas_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
AGO-N-ANGOLAN-MARINE-SURVEY-COAS-0088EAC,Angola,AGO,Angolan marine survey coast,aquatic_source,source,fish,,,,AGO_COASTAL_SPHYRAENA_GUACHANCHO_CHILD | nf_unit:AGO_COASTAL_SPHYRAENA_GUACHANCHO_CHILD,direct_source_scenario_alarm | retained from latest_nf_curated_unit,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
AGO-N-ADULT-AND-CHILD-CONSUMERS-435CC75,Angola,AGO,adult and child consumers,consumer_catchment,destination_consumer,fish,,,,OD-R4-AGO-FISH-001 | atlas_unit:OD-R4-AGO-FISH-001 | R4-AGO-FISH-001,retained from four_round_od_ledger | retained from frozen_atlas_unit | source_node_plus_reported_consumption_scenario,not harmonized; no coordinate invented,persistent exact-text evidence node; aliases merged only within country after normalized-text equality,no,no,yes,spatial,,,,,,,no,no,inherited_v1_0_0
AGO-N-COUNTRY,Angola,AGO,Angola country anchor,country_anchor,country_anchor,,,,,country_atlas_v2_layer_54,structural registry node; not food-safety evidence,country geometry handled by atlas layer; no point coordinate assigned,one structural country anchor per ISO3; excluded from evidence-node counts,yes,no,no,structural,,,,,,,no,no,inherited_v1_0_0
AGO-N-TRADE-GATEWAY,Angola,AGO,Angola national aquatic-food trade gateway,national_trade_gateway,trade_gateway,fish,AGO-N-COUNTRY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs country-pair node; not a source-specific contaminant shipment,country-level gateway; no point coordinate assigned,one country-level customs gateway per participating ISO3; excluded from local exposure nodes,no,yes,no,structural,,,,,,,no,no,inherited_v1_0_0
AGO-M-CRUSTACEANS-0C198858D,Angola,AGO,crustaceans @ Angola national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,crustaceans,crustaceans,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-CRUSTACEANS-EA336C6DD,Angola,AGO,crustaceans @ Angola national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,crustaceans,crustaceans,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-DRIED-SALTED-SMOKED-FI-ED5188B70,Angola,AGO,dried salted smoked fish @ Angola national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-DRIED-SALTED-SMOKED-FI-C58049780,Angola,AGO,dried salted smoked fish @ Angola national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,dried salted smoked fish,dried_salted_smoked_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-FRESH-OR-CHILLED-FISH-DF007F790,Angola,AGO,fresh or chilled fish @ Angola national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,fresh or chilled fish,fresh_or_chilled_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-FRESH-OR-CHILLED-FISH-48BFE8265,Angola,AGO,fresh or chilled fish @ Angola national aquatic-food trade gateway [import_reception],mass_labelled_commodity_state,import_reception,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,fresh or chilled fish,fresh_or_chilled_fish,import_reception,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
AGO-M-FROZEN-FISH-F664CEA95,Angola,AGO,frozen fish @ Angola national aquatic-food trade gateway [export_dispatch],mass_labelled_commodity_state,export_dispatch,fish,AGO-N-TRADE-GATEWAY,,,NF_country_UN_Comtrade_aquatic_partner_flows_2019_2024_v1_0.csv,formal customs form at national gateway; port/border not identified,inherits spatial parent; no new coordinate,unique country + spatial parent + commodity/form + flow role,no,no,yes,trade_form_state,AGO-N-TRADE-GATEWAY,frozen fish,frozen_fish,export_dispatch,customs_form_group,formal customs form at national gateway; port/border not identified,yes,yes,new_v1_1_0_mass_state
