corridor_id,corridor_name,branch,segment_order,from_id,to_id,evidence_state,qualitative_role
C_EASTERN_AWASH,Eastern/Awash/Melka-Wakena-Adama-Addis,1,1,TEND_AWASH,DUBTI,candidate connectivity; not measured flow,candidate connectivity
C_RIFT_ADDIS,Rift Valley-south-to-Addis,4,4,BOTE_ALEM_TENA,KOKA_TOWN,published Addis destination path; intermediate segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,4,5,KOKA_TOWN,MODJO,published Ziway market study names Modjo; segment tonnage unmeasured,reported destination corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,4,6,MODJO,DUKEM,published Addis destination path; intermediate segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,4,7,DUKEM,BISHOFTU,published Addis destination path; intermediate segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,4,8,BISHOFTU,ADDIS,published 2018-2019 Ziway destination share; whole-source bound retained in evidence ledger,reported large-volume terminal
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,1,LANGANO_LAKE_CHILD,BULBULA,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,2,BULBULA,ADAMI_TULU,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,3,ADAMI_TULU,BATU_ZIWAY,expert-elicited main consumption corridor; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,4,BATU_ZIWAY,MEKI,expert-elicited main consumption corridor; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,5,MEKI,BOTE_ALEM_TENA,historical Langano-to-Addis connectivity; segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,6,BOTE_ALEM_TENA,KOKA_TOWN,historical Langano-to-Addis connectivity; segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,7,KOKA_TOWN,MODJO,historical Langano-to-Addis connectivity; segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,8,MODJO,DUKEM,historical Langano-to-Addis connectivity; segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,9,DUKEM,BISHOFTU,historical Langano-to-Addis connectivity; segment tonnage unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,5,10,BISHOFTU,ADDIS,FAO historical evidence identifies Langano supply to Addis; current share unmeasured,historical destination terminal
C_RIFT_ADDIS,Rift Valley-south-to-Addis,14,1,ZIWAY_LAKE,BATU_ZIWAY,expert-supported main local market; share not isolated,published source and local consumption access
C_RIFT_ADDIS,Rift Valley-south-to-Addis,14,2,BATU_ZIWAY,ADAMI_TULU,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,14,3,ADAMI_TULU,BULBULA,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,14,4,BULBULA,DOLE_UNVERIFIED,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,14,5,DOLE_UNVERIFIED,ARSI_NEGELE,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,14,6,ARSI_NEGELE,SHASHEMENE,published Ziway market study names Shashemene; intermediate shares unmeasured,reported destination corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,15,1,LANGANO_LAKE_CHILD,BULBULA,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,15,2,BULBULA,DOLE_UNVERIFIED,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,15,3,DOLE_UNVERIFIED,ARSI_NEGELE,expert-elicited local/corridor access; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,15,4,ARSI_NEGELE,SHASHEMENE,expert-elicited Langano destination corridor; share unmeasured,candidate regional market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,16,1,ZIWAY_LAKE,BATU_ZIWAY,published Ziway market-chain source; share not isolated,reported source-market topology
C_RIFT_ADDIS,Rift Valley-south-to-Addis,16,2,BATU_ZIWAY,MEKI,expert-elicited main consumption corridor; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,16,3,MEKI,BOTE_ALEM_TENA,published Adama/Modjo destination branch; intermediate shares unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,16,4,BOTE_ALEM_TENA,KOKA_TOWN,published Adama/Modjo destination branch; intermediate shares unmeasured,market corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,16,5,KOKA_TOWN,MODJO,published Ziway market study names Modjo; share unmeasured,reported destination corridor
C_RIFT_ADDIS,Rift Valley-south-to-Addis,16,6,MODJO,ADAMA,published Ziway market study names Adama; share unmeasured,reported destination terminal
C_RIFT_ADDIS,Rift Valley-south-to-Addis,17,1,ZIWAY_LAKE,BATU_ZIWAY,published Ziway market-chain source; share not isolated,reported source-market topology
C_RIFT_ADDIS,Rift Valley-south-to-Addis,17,2,BATU_ZIWAY,MEKI,expert-elicited main consumption corridor; share unmeasured,candidate local market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,17,3,MEKI,BUTAJIRA,published Ziway market study names Butajira; share unmeasured,reported destination terminal
C_RIFT_ADDIS,Rift Valley-south-to-Addis,6,1,ABIYATA_LAKE_CHILD,BATU_ZIWAY,candidate connectivity; not measured flow,candidate connectivity
C_RIFT_ADDIS,Rift Valley-south-to-Addis,6,2,BATU_ZIWAY,ADDIS,candidate connectivity; not measured flow,candidate connectivity
C_RIFT_ADDIS,Rift Valley-south-to-Addis,7,1,KOKA_RES,KOKA_TOWN,expert-supported near-source absorption; share not measured,local consumption access
C_RIFT_ADDIS,Rift Valley-south-to-Addis,7,2,KOKA_TOWN,MODJO,Koka market-chain evidence supports urban dispatch; segment tonnage unmeasured,market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,10,1,KOKA_RES,BOTE_ALEM_TENA,expert-supported near-source absorption; share not measured,local consumption access
C_RIFT_ADDIS,Rift Valley-south-to-Addis,11,1,MODJO,ADAMA,expert-elicited Koka branch; not measured flow,candidate market route
C_RIFT_ADDIS,Rift Valley-south-to-Addis,11,2,ADAMA,ASELA,expert-elicited Koka branch; not measured flow,candidate market route
C_EASTERN_AWASH,Eastern/Awash/Melka-Wakena-Adama-Addis,12,1,BESEKA_LAKE,METEHARA,official/institutional local-consumption evidence; tonnage unmeasured,local consumption access
C_EASTERN_AWASH,Eastern/Awash/Melka-Wakena-Adama-Addis,12,2,METEHARA,WONJI,expert-elicited Beseka branch; not measured flow,candidate market route
C_EASTERN_AWASH,Eastern/Awash/Melka-Wakena-Adama-Addis,12,3,WONJI,ADAMA,expert-elicited Beseka branch; not measured flow,candidate market route
C_EASTERN_AWASH,Eastern/Awash/Melka-Wakena-Adama-Addis,13,1,BESEKA_LAKE,AWASH_ARBA,expert-elicited Beseka branch; not measured flow,candidate local market access
C_RIFT_ADDIS,Rift Valley-south-to-Addis,8,1,BISHOFTU_CRATER_LAKES,BISHOFTU,candidate connectivity; not measured flow,candidate connectivity
C_RIFT_ADDIS,Rift Valley-south-to-Addis,8,2,BISHOFTU,ADDIS,candidate connectivity; not measured flow,candidate connectivity
C_RIFT_ADDIS,Rift Valley-south-to-Addis,9,1,KOFTU_DAM_UNVERIFIED,BISHOFTU,candidate connectivity; not measured flow,candidate connectivity
C_RIFT_ADDIS,Rift Valley-south-to-Addis,9,2,BISHOFTU,DUKEM,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,1,CHAMO_LAKE,ARBAMINCH,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,2,ARBAMINCH,BIRBIR_UNVERIFIED,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,3,BIRBIR_UNVERIFIED,HUMBO,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,4,HUMBO,WOLAITA_SODO,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,5,WOLAITA_SODO,BODITI,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,6,BODITI,AREKA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,7,AREKA,HOSAENA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,1,8,HOSAENA,BUTAJIRA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,2,1,ABAYA_LAKE_CHILD,ARBAMINCH,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,2,2,ARBAMINCH,WOLAITA_SODO,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,2,3,WOLAITA_SODO,HALABA_KULITO,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,2,4,HALABA_KULITO,SHONE,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,2,5,SHONE,WERABE,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,2,6,WERABE,BUTAJIRA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,3,1,SMALL_ABAYA_SILTI_UNVERIFIED,WERABE,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,3,2,WERABE,BUTAJIRA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,3,3,BUTAJIRA,HOSAENA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,8,1,ARBAMINCH,JINKA,user-corrected Chamo-Abaya market access; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,18,1,GILGEL_GIBE_III_RES,TERCHA,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,18,2,TERCHA,BELE_HAWASSA_UNVERIFIED,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,18,3,BELE_HAWASSA_UNVERIFIED,WOLAITA_SODO,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,19,1,GILGEL_GIBE_III_RES,BELE_HAWASSA_UNVERIFIED,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,19,2,BELE_HAWASSA_UNVERIFIED,HADERO,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,19,3,HADERO,SHINSHICHO,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,19,4,SHINSHICHO,DURAME,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,19,5,DURAME,HOSAENA,user-corrected GG-III candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,5,1,CHAMO_LAKE,ARBAMINCH,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,5,2,ARBAMINCH,LANTE,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,5,3,LANTE,BELE_HAWASSA_UNVERIFIED,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,5,4,BELE_HAWASSA_UNVERIFIED,WOLAITA_SODO,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,6,1,HAWASSA_LAKE,HAWASSA_CITY,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,6,2,HAWASSA_CITY,HALABA_KULITO,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,6,3,HALABA_KULITO,HOSAENA,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,7,1,SHALLA_EMERGENT,SHASHEMENE,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,7,2,SHASHEMENE,HAWASSA_CITY,candidate connectivity; not measured flow,candidate connectivity
C_SOUTHWEST_MULTI,Southern/southwest multi-source,7,3,HAWASSA_CITY,WOLAITA_SODO,candidate connectivity; not measured flow,candidate connectivity
C_TURKANA_ADDIS,Turkana local/Kenya-dominant/Addis,1,1,TURKANA_ETH_LAKE,JINKA,candidate connectivity; not measured flow,candidate connectivity
C_TURKANA_ADDIS,Turkana local/Kenya-dominant/Addis,1,2,JINKA,SAWLA,candidate connectivity; not measured flow,candidate connectivity
C_TURKANA_ADDIS,Turkana local/Kenya-dominant/Addis,1,3,SAWLA,TUM_UNVERIFIED,candidate connectivity; not measured flow,candidate connectivity
C_TURKANA_ADDIS,Turkana local/Kenya-dominant/Addis,2,1,TURKANA_ETH_LAKE,ADDIS,candidate connectivity; not measured flow,USER-STATED SMALLER ADDIS-BOUND PORTION; UNQUANTIFIED
C_TURKANA_ADDIS,Turkana local/Kenya-dominant/Addis,3,1,TURKANA_ETH_LAKE,KENYA_MARKET,candidate connectivity; not measured flow,USER-STATED DOMINANT EXPORT DIRECTION; UNQUANTIFIED
C_GAMBELLA_LOCAL,Gambella diffuse local,1,1,TATA_LENTIC,PINYUDO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,1,2,PINYUDO,ABOBO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,1,3,ABOBO,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,2,1,GOP_LENTIC_UNVERIFIED,PINYUDO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,2,2,PINYUDO,ABOBO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,2,3,ABOBO,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,3,1,ALWERO_RES,ABOBO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,3,2,ABOBO,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,4,1,AKOBO_PINYUDO_WETLANDS,PINYUDO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,4,2,PINYUDO,ABOBO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,4,3,ABOBO,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,5,1,PIBOR_FLOODPLAIN,ITANG,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,5,2,ITANG,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,6,1,GILO_FLOODPLAIN,PINYUDO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,6,2,PINYUDO,ABOBO,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,6,3,ABOBO,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,7,1,MAJANG_ITANG_BARO_WETLANDS,ITANG,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,7,2,ITANG,GAMBELLA,user-specified important-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,8,1,GAMBELLA_DIFFUSE,ITANG,user-specified diffuse-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,8,2,ITANG,GAMBELLA,user-specified diffuse-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,9,1,GAMBELLA_DIFFUSE,ABOBO,user-specified diffuse-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_LOCAL,Gambella diffuse local,9,2,ABOBO,GAMBELLA,user-specified diffuse-source connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,1,ALWERO_RES,ABOBO,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,2,ABOBO,GAMBELLA,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,3,GAMBELLA,BURE_GAMBELLA_UNVERIFIED,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,4,BURE_GAMBELLA_UNVERIFIED,METU,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,5,METU,BEDELE,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,6,BEDELE,JIMMA,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,1,7,JIMMA,ADDIS,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,2,1,GAMBELLA_DIFFUSE,GAMBELLA,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,2,2,GAMBELLA,BONGA,candidate connectivity; not measured flow,candidate connectivity
C_GAMBELLA_SURPLUS,Gambella regional/surplus/South Sudan,2,3,BONGA,JIMMA,candidate connectivity; not measured flow,candidate connectivity
